
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002513                       # Number of seconds simulated (Second)
simTicks                                   2513061000                       # Number of ticks simulated (Tick)
finalTick                                  2513061000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     11.90                       # Real time elapsed on the host (Second)
hostTickRate                                211173540                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680852                       # Number of bytes of host memory used (Byte)
simInsts                                      2838640                       # Number of instructions simulated (Count)
simOps                                        5372795                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   238530                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     451474                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          5026123                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.770610                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.564777                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         5781291                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9878                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5686903                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3605                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               418356                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            656718                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  71                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3128246                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.817921                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.308302                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::Return            3      0.02%      0.61% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallDirect          401      2.10%      2.71% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallIndirect          109      0.57%      3.28% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond        17590     92.00%     95.28% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          687      3.59%     98.88% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%     98.88% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond          215      1.12%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total        19119                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch           41      0.01%      0.01% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return        50377      8.17%      8.18% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect        47097      7.64%     15.81% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect         3283      0.53%     16.35% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond       454297     73.68%     90.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond        50119      8.13%     98.15% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     98.15% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond        11403      1.85%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total       616617                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch           41      0.23%      0.23% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.23% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          228      1.26%      1.48% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           98      0.54%      2.02% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond        17142     94.56%     96.59% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond          453      2.50%     99.08% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.08% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond          166      0.92%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total        18128                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget       319680     45.92%     45.92% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB       307927     44.23%     90.15% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS        54021      7.76%     97.91% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect        14566      2.09%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total       696194                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch        13953     74.48%     74.48% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return         4761     25.41%     99.89% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            3      0.02%     99.91% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect           17      0.09%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total        18734                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted            519818                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken       206076                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect             19119                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss           3917                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted        14906                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted          4213                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups               696194                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                14465                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                  424632                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.609933                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted            4757                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           15783                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              14566                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             1217                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch          393      0.06%      0.06% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return        54022      7.76%      7.82% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect        52773      7.58%     15.40% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect         3429      0.49%     15.89% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond       519425     74.61%     90.50% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond        53798      7.73%     98.23% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     98.23% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond        12354      1.77%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total       696194                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch          174      0.06%      0.06% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return        53992     19.88%     19.95% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          633      0.23%     20.18% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect         3429      1.26%     21.44% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond       200456     73.82%     95.26% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          524      0.19%     95.45% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     95.45% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond        12354      4.55%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total        271562                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          401      2.77%      2.77% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      2.77% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond        13377     92.48%     95.25% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          687      4.75%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total        14465                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          401      2.77%      2.77% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      2.77% # Number of BTB mispredictions. No target found or target wrong. (Count)
